$$,id_respuesta,respuesta,Feedback,correcta,reg_status,created_by,created_date,last_update_by,last_update_date,Id_pregunta,&&
$$,178,Bases,Así es[00] pues en esa sección se indican las particularidades que deberán cumplir las fotografías que envíen al concurso.,1,activo,developer,2023-02-09,developer,2023-02-09,48,&&
$$,179,Pie de página,Parece que no leíste bien. En el pie de página sólo se encuentra una frase que anima a los niños a participar en el concurso.,0,activo,developer,2024-04-24,developer,2024-04-24,48,&&
$$,180,Ganadores,Incorrecto. En esta sección se encuentran las fechas de la publicación de resultados y los premios que se otorgarán.,0,activo,developer,2025-07-08,developer,2025-07-08,48,&&
$$,181,b[00] c[00] f[00] h ,¡Concéntrate! Si lees las instrucciones hasta donde lo consideras interesante[00] quizá te pierdas de datos importantes que puedas usar en el futuro del proceso. Considera también si guiarte solamente con las imágenes te permitirá tener toda la información que necesitas.,0,activo,developer,2021-11-27,developer,2021-11-27,49,&&
$$,182,c[00] e[00] f[00] g,Tu respuesta es incorrecta. Si comienzas a leer las instrucciones donde lo consideras interesante[00] quizá te pierdas de datos importantes que puedas usar en el futuro del proceso[00] incluso si realizas la lectura detenidamente.,0,activo,developer,2023-02-10,developer,2023-02-10,49,&&
$$,183,b[00] c[00] d[00] g,¡Concéntrate! Recuerda que es importante leer todas las instrucciones y sobre todo estar concentrado[00] ya que si realizas alguna otra cosa mientras lees[00] podrías perder información importante del proceso.,0,activo,developer,2024-04-25,developer,2024-04-25,49,&&
$$,184,b[00] c[00] e[00] g,¡Correcto! Estos elementos[00] además de permitirte tener claridad en la lectura y dar seguimiento de pasos e instrucciones[00] te harán llegar con mayor facilidad a tus metas y objetivos.,1,activo,developer,2025-07-09,developer,2025-07-09,49,&&
$$,185,,¡Bien hecho! Recuerda que el desarrollo de las habilidades socioemocionales debe ser constante[00] por lo que te invitamos a seguir escribiendo al respecto.,0,activo,developer,2021-11-28,developer,2021-11-28,50,&&
$$,186,,,0,activo,developer,2023-02-11,developer,2023-02-11,50,&&
$$,187,,,0,activo,developer,2024-04-26,developer,2024-04-26,50,&&
$$,188,,,0,activo,developer,2025-07-10,developer,2025-07-10,50,&&
$$,189,Las necesidades básicas,¡Excelente! El pronombre femenino las que está en esta palabra se refiere al objeto directo de una acción[00] es decir[00] a las necesidades básicas.,1,activo,developer,2021-11-29,developer,2021-11-29,51,&&
$$,190,Todos los seres humanos,Los seres humanos cubren estas necesidades[00] pero la palabra cubrirlas indica algo femenino y los seres humanos es masculino. Además[00] el pronombre las hace referencia a un objeto directo (las necesidades básicas)[00] no al sujeto (los seres humanos que las cubren). ,0,activo,developer,2023-02-12,developer,2023-02-12,51,&&
$$,191,La vivienda,La vivienda sólo es una de las necesidades básicas que se mencionan[00] y la palabra cubrirlas debe abarcar a todas las necesidades mencionadas anteriormente.,0,activo,developer,2024-04-27,developer,2024-04-27,51,&&
$$,192,Los bienes,Por la forma en que está redactado el texto[00] el verbo cubrir se aplica a las necesidades básicas y el verbo consumir se aplica a los bienes. Además[00] el concepto los bienes es masculino[00] y la palabra cubrirlas indica una referencia a algo femenino. ,0,activo,developer,2025-07-11,developer,2025-07-11,51,&&
$$,193,Todos los seres humanos tenemos necesidades básicas.,En esta oración[00] hay un objeto directo[00] es decir[00] el objeto en el cual recae la acción: ¿Qué cubren los seres humanos? Necesidades básicas. ,0,activo,developer,2021-11-30,developer,2021-11-30,52,&&
$$,194,El litio contamina los mantos acuíferos. ,En esta oración hay un objeto directo[00] es decir[00] el objeto en el cual recae la acción: ¿Qué contamina el litio? Los mantos acuíferos.,0,activo,developer,2023-02-13,developer,2023-02-13,52,&&
$$,195,Los usuarios de teléfonos celulares renuevan sus dispositivos cada dos años. ,¡Muy bien! El complemento circunstancial es todo aquel que especifica una situación o circunstancia bajo la cual sucede algo. En este caso[00] el complemento circunstancial es de tiempo[00] pues especifica cuándo renuevan los usuarios sus celulares: cada dos años. ,1,activo,developer,2024-04-28,developer,2024-04-28,52,&&
$$,196,Dona objetos que ya no necesites a otras personas. ,En esta oración hay un objeto directo y un objeto indirecto: ¿Qué donas? Objetos que ya no necesites (objeto directo). ¿A quién lo donas? A otras personas (objeto indirecto).,0,activo,developer,2025-07-12,developer,2025-07-12,52,&&
$$,197,El principal inconveniente de la basura electrónica es el de las baterías[00] pero comúnmente están compuestas de litio.,Esta opción no es la correcta. Ahora el significado de la oración no sólo señala una característica de las baterías[00] sino que[00] al usar pero[00] señala que no es tan malo que sean de litio. ,0,activo,developer,2021-12-01,developer,2021-12-01,54,&&
$$,198,El principal inconveniente de la basura electrónica es el de las baterías[00] porque comúnmente están compuestas de litio.,¡Vuelve a leer las Opciónes! Ahora el significado cambió a que el litio es la causa de que la basura electrónica sea un inconveniente. Aunque el hecho pueda ser verdad[00] ése no es el significado original de la oración.,0,activo,developer,2023-02-14,developer,2023-02-14,54,&&
$$,199,El principal inconveniente de la basura electrónica es el de las baterías[00] entonces comúnmente están compuestas de litio.,¡Vuelve a intentarlo! Ahora el significado cambió a que el inconveniente de la basura electrónica son las baterías[00] por lo tanto están hechas de litio. Pero esta deducción no es lógica. Es al revés: son de litio[00] por lo tanto son un inconveniente. ,0,activo,developer,2024-04-29,developer,2024-04-29,54,&&
$$,200,El principal inconveniente de la basura electrónica es el de las baterías[00] las cuales comúnmente están compuestas de litio.,En efecto[00] la única oración que conserva el mismo significado que la original es ésta[00] ya que se cambió la palabra que (que se refiere a las baterías) por las palabras las cuales (que cumplen la misma función). Se llaman pronombres relativos. ,1,activo,developer,2025-07-13,developer,2025-07-13,54,&&
$$,201,Una medición,No se refiere a esta opción porque quedaría “Busca una medición y mide la huella ecológica”[00] lo cual es repetitivo y carece de lógica. ,0,activo,developer,2021-12-02,developer,2021-12-02,55,&&
$$,202,El área natural,Esta opción no es correcta[00] pues no se refiere a que vayas a alguna área natural a medir la huella ecológica.,0,activo,developer,2023-02-15,developer,2023-02-15,55,&&
$$,203,El internet,¡Vuelve a leer! El internet es el lugar en donde puedes encontrar la calculadora para medir.,0,activo,developer,2024-04-30,developer,2024-04-30,55,&&
$$,204,Una calculadora ,¡Correcto! La palabra alguna se refiere a la calculadora mencionada en la oración anterior. ,1,activo,developer,2025-07-14,developer,2025-07-14,55,&&
$$,205,Para aprender a separar los tipos de desechos. ,Esta opción no es la correcta. Explicar el consumismo no indica cómo se deben separar los desechos. El texto sugiere que lo hagas[00] por lo que asume que ya lo sabes.,0,activo,developer,2021-12-03,developer,2021-12-03,56,&&
$$,206,Para valorar más los bienes y servicios que tienes.,¡Vuelve a leer! Saber qué es el consumismo no te invita explícitamente a que valores lo que tienes. El texto busca explicar la relación entre consumismo y generación de basura. ,0,activo,developer,2023-02-16,developer,2023-02-16,56,&&
$$,207,Para ayudar a lograr hábitos sostenibles de consumo.,¡Muy bien! Al saber más sobre el consumismo[00] también aprendes cómo combatirlo: por ejemplo[00] llevando a cabo hábitos sostenibles de consumo.,1,activo,developer,2024-05-01,developer,2024-05-01,56,&&
$$,208,Para convencer a la gente de que use más tiempo sus celulares. ,Te equivocaste. La compra de celulares es sólo un ejemplo de consumismo. Usar más tiempo el mismo teléfono podría contribuir a disminuir el consumismo[00] pero no es la única acción que propone el texto.,0,activo,developer,2025-07-15,developer,2025-07-15,56,&&
$$,209,Las personas necesitan ganar más dinero si quieren comprar bienes o servicios.,El texto no plantea que las personas ganen más dinero para poder comprar lo que quieren.,0,activo,developer,2021-12-04,developer,2021-12-04,57,&&
$$,210,Las personas tienen la posibilidad de endeudarse para comprar bienes o servicios. ,Es correcto: endeudarse significa que le pides prestado a alguien (un banco en este caso) si no te alcanza para comprar algo.,1,activo,developer,2023-02-17,developer,2023-02-17,57,&&
$$,211,Las personas se dejan llevar por la presión social para comprar bienes o servicios.,Esta Opción no es la correcta[00] aunque la idea se menciona en otra sección de la lectura. ,0,activo,developer,2024-05-02,developer,2024-05-02,57,&&
$$,212,Las personas confunden fácilmente las necesidades básicas con darse gustos.,Vuelve a leer el párrafo. Tal vez esto sea verdad[00] pero el texto no toca este tema ni da información para inferirlo. ,0,activo,developer,2025-07-16,developer,2025-07-16,57,&&
$$,213,¿Qué consumes?,Esta sección no es la adecuada[00] pues aquí se da la definición de consumismo[00] pero no se abordan hábitos concretos para disminuirlo. ,0,activo,developer,2021-12-05,developer,2021-12-05,58,&&
$$,214,¿El consumismo tiene un impacto ambiental?,Vuelve a leer. En esta sección[00] se plantean los principales problemas de contaminación provocados por el consumismo[00] pero no se proponen todavía soluciones.,0,activo,developer,2023-02-18,developer,2023-02-18,58,&&
$$,215,¿Cómo contribuir a la disminución de los problemas generados por el consumismo?,¡Correcto! En esta sección se ofrecen diversas soluciones y estrategias para disminuir la contaminación generada por el consumismo. Tus buenos hábitos de consumo son parte de esa solución. ,1,activo,developer,2024-05-03,developer,2024-05-03,58,&&
$$,216,¿Sabes qué es la huella ecológica?,Es incorrecto. En esta sección se da la definición de la huella ecológica y se invita al lector a calcular su huella.,0,activo,developer,2025-07-17,developer,2025-07-17,58,&&
$$,217,,¡Bien hecho! Recuerda que el desarrollo de las habilidades socioemocionales debe ser constante[00] por lo que te invitamos a seguir escribiendo al respecto.,0,activo,developer,2021-12-06,developer,2021-12-06,60,&&
$$,218,,,0,activo,developer,2023-02-19,developer,2023-02-19,60,&&
$$,219,,,0,activo,developer,2024-05-04,developer,2024-05-04,60,&&
$$,220,,,0,activo,developer,2025-07-18,developer,2025-07-18,60,&&
$$,221,[CL_G6_B1_S05_RI21_E1_Artesanías[00] patrimonio de una cultura_01: Planta automotriz en el proceso de construcción de un auto.],¡Fallaste! Recuerda que las artesanías no se elaboran en fábricas[00] sus procesos son detallados y con técnicas ancestrales. ,0,activo,developer,2021-12-07,developer,2021-12-07,63,&&
$$,222,[CL_G6_B1_S05_RI21_E1_Artesanías[00] patrimonio de una cultura_02: Telar industrial],¡Cuidado! La tela se está elaborando con maquinaria. Los procesos artesanales no requieren de máquinas; todo se realiza de forma manual. No olvides que es un arte.,0,activo,developer,2023-02-20,developer,2023-02-20,63,&&
$$,223,*[CL_G6_B1_S05_RI21_E1_Artesanías[00] patrimonio de una cultura_03: Mujer indígena en un telar mecánico creado por ella]* ,¡Correcto! La imagen muestra un proceso artesanal[00] el cual se realiza manualmente[00] con materiales del lugar y técnicas ancestrales. ¡Qué bellas son las telas artesanales!,1,activo,developer,2024-05-05,developer,2024-05-05,63,&&
$$,224,[CL_G6_B1_S05_RI21_E1_Artesanías[00] patrimonio de una cultura_04: Panadero con insumos para hacer pan],La elaboración del pan[00] y en general de comida[00] también puede ser un proceso artesanal[00] pero para que sea considerado así[00] es importante no usar maquinaria compleja. La elaboración debe ser manual.,0,activo,developer,2025-07-19,developer,2025-07-19,63,&&
$$,225,Una artesanía es una pieza única[00] por lo tanto[00] no existe otra igual.,¡Incorrecto! La idea elegida es secundaria. La idea principal expresa el tema central del texto. Retoma la lectura.,0,activo,developer,2021-12-08,developer,2021-12-08,64,&&
$$,226,El trabajo artesanal es muy valioso[00] por eso es considerado patrimonio cultural de la humanidad.,¡Excelente! La respuesta elegida se refiere a la idea principal del texto. Sabes muy bien cómo identificarla. Sigue practicando.,1,activo,developer,2023-02-21,developer,2023-02-21,64,&&
$$,227,Las artesanías se crean con productos de la región[00] plantas o animales. Esto les da mayor valor. ,¡Fallaste! La idea principal de un texto expresa lo que el autor quiere transmitir[00] la oración elegida representa una idea secundaria. ¡Vamos[00] lee el texto nuevamente!  ,0,activo,developer,2024-05-06,developer,2024-05-06,64,&&
$$,228,La belleza de las artesanías permite mostrarlas como elementos decorativos en tiendas[00] hogares o restaurantes.,¡Cuidado! La idea principal se puede identificar si te haces la siguiente pregunta: ¿De qué o quién se habla? ¿Qué se dice al respecto? ¡Retoma la lectura[00] lo lograrás!,0,activo,developer,2025-07-20,developer,2025-07-20,64,&&
$$,229,Son piezas únicas[00] resultado de técnicas antiguas y materiales locales como animales o plantas[00] que representan su historia y herencias familiares. ,¡Excelente! El texto elegido es correcto. Las artesanías son valiosas para la humanidad por el trabajo realizado para su creación y lo que representan. ,1,activo,developer,2021-12-09,developer,2021-12-09,65,&&
$$,230,Porque son elaboradas con materiales costosos[00] difíciles de conseguir[00] además de que las técnicas son innovadoras. ,Elegiste mal la respuesta[00] pues las artesanías no requieren técnicas innovadoras. Y aunque algunas se fabrican con materiales costosos[00] no es una regla que así suceda.,0,activo,developer,2023-02-22,developer,2023-02-22,65,&&
$$,231,Son elaboradas con materiales de la región de la mejor calidad. Además[00] se debe lograr que las piezas sean muy similares. ,¡Cuidado! Los materiales utilizados para la elaboración de las artesanías no necesariamente deben ser costosos. Y más importante aún[00] lo bello de las artesanías es que no todas deben ser idénticas entre sí.,0,activo,developer,2024-05-07,developer,2024-05-07,65,&&
$$,232,Las artesanías son resultado de técnicas modernas[00] elaboradas con materiales sintéticos y maderas de la región.,Lee muy bien cada respuesta. Las técnicas modernas en la elaboración de las artesanías no es buena opción[00] pues dejaría de ser una artesanía. ,0,activo,developer,2025-07-21,developer,2025-07-21,65,&&
$$,233,4,¡Incorrecto! No aparece 4 veces[00] aparece un poco más. ¿Recuerdas el escaneo que hiciste para descifrar el código? Aplícalo aquí.,0,activo,developer,2021-12-10,developer,2021-12-10,66,&&
$$,234,6,¡Perfecto! La palabra artesanía aparece 6 veces. Son sorprendentes tus habilidades para escanear textos. No dejes de ejercitarlas.,1,activo,developer,2023-02-23,developer,2023-02-23,66,&&
$$,235,5,¡Pequeño error! Pero casi lo logras. No olvides cómo se escanea la lectura[00] te podría ser útil la próxima vez.,0,activo,developer,2024-05-08,developer,2024-05-08,66,&&
$$,236,8,¡Fallaste! Tu habilidad de escaneo no está bien[00] deberás practicar más. ¡Lo vas a lograr!,0,activo,developer,2025-07-22,developer,2025-07-22,66,&&
$$,237,Porque las artesanías representan la identidad de una comunidad y son vendidas a precios elevados.,¡Cuidado! Las artesanías son muy valiosas[00] pero ésa no es la razón principal.,0,activo,developer,2021-12-11,developer,2021-12-11,68,&&
$$,238,Porque muchas personas pueden aprender sus técnicas y enseñarlas en otros países.,Sería maravilloso que se enseñaran las técnicas artesanales de una comunidad en otras regiones[00] pero ése no es el motivo. ¿Recuerdas por qué son consideradas patrimonio cultural de la humanidad?,0,activo,developer,2023-02-24,developer,2023-02-24,68,&&
$$,239,Porque con ellas se simboliza la cultura de muchos países a la vez.,Tu respuesta es incorrecta: las artesanías simbolizan la cultura de cada comunidad.,0,activo,developer,2024-05-09,developer,2024-05-09,68,&&
$$,240,Porque representa la identidad de una comunidad[00] por lo tanto[00] forman parte de sus tradiciones.,¡Lo hiciste de maravilla! Es importante preservar las tradiciones de cada comunidad y las expresiones de su identidad. ,1,activo,developer,2025-07-23,developer,2025-07-23,68,&&
$$,241,,¡Bien hecho!  \n Recuerda que el desarrollo de las habilidades socioemocionales debe ser constante[00] por lo que te invitamos a seguir escribiendo al respecto. \n ,0,activo,developer,2021-12-12,developer,2021-12-12,70,&&
$$,242,,,0,activo,developer,2023-02-25,developer,2023-02-25,70,&&
$$,243,,,0,activo,developer,2024-05-10,developer,2024-05-10,70,&&
$$,244,,,0,activo,developer,2025-07-24,developer,2025-07-24,70,&&
$$,245,¡No te vayas!,¡Correcto! Se trata del verbo ir[00] conjugado en tiempo presente del modo subjuntivo[00] en segunda persona: No quiero que tú te vayas.,1,activo,developer,2021-12-13,developer,2021-12-13,71,&&
$$,246,¿Con quién hablas?,El verbo sí está conjugado en segunda persona[00] pero en modo indicativo[00] en tiempo presente.,0,activo,developer,2023-02-26,developer,2023-02-26,71,&&
$$,247,¡Ya sé!,Este verbo está conjugado en modo indicativo[00] tiempo presente[00] primera persona (Yo sé). ,0,activo,developer,2024-05-11,developer,2024-05-11,71,&&
$$,248,Que me cambie de escuela.,Este verbo sí está conjugado en modo subjuntivo[00] en tiempo presente[00] pero está en primera persona.,0,activo,developer,2025-07-25,developer,2025-07-25,71,&&
$$,249,2,Fíjate bien: si tiene tres actos[00] al menos tendrá tres escenas. ,0,activo,developer,2021-12-14,developer,2021-12-14,72,&&
$$,250,3,Fíjate bien: si tiene tres actos[00] al menos tendrá tres escenas. ,0,activo,developer,2023-02-27,developer,2023-02-27,72,&&
$$,251,4,¡Excelente! Identificaste el cambio de escena en el Acto 2[00] cuando entra Amelia. Para identificar las escenas[00] es de gran utilidad buscar las acotaciones que marcan estos movimientos de los personajes.,1,activo,developer,2024-05-12,developer,2024-05-12,72,&&
$$,252,5,Solamente en el Acto 2 hay dos escenas[00] pero en ninguno otro entra o sale ninguno de los personajes. Aunque se llamen por teléfono[00] esto no es un cambio de escena. El cambio lo da la entrada o salida al escenario de alguien.,0,activo,developer,2025-07-26,developer,2025-07-26,72,&&
$$,253,Significa que puede jugar con esa persona.,Aunque no quiso compartir con Amelia[00] de todos modos[00] aceptó jugar con ella. ,0,activo,developer,2021-12-15,developer,2021-12-15,73,&&
$$,254,Significa que no tiene demasiada hambre.,Si analizas el primer acto[00] compartir el almuerzo es algo que hacía con su amiga Fátima[00] independientemente de si tenían hambre o no. ,0,activo,developer,2023-02-28,developer,2023-02-28,73,&&
$$,255,Significa que es amiga de esa persona. ,¡Muy bien! La obra muestra que una de las formas de llevar su amistad era compartiendo sus almuerzos. En el Acto 2[00] Sofía dice que sólo le comparte a Fátima[00] acción que demuestra lo especial que el almuerzo es para ellas.,1,activo,developer,2024-05-13,developer,2024-05-13,73,&&
$$,256,Significa que ya no está enojada. ,Lee bien lo que sucede en el Acto 2: aunque a Sofía se le pasó el enojo[00] al final[00] el almuerzo se quedó en la banca[00] pues no lo compartió con Amelia.,0,activo,developer,2025-07-27,developer,2025-07-27,73,&&
$$,257,Cuando duele algo[00] uno trata de negarlo. ,El Acto 1 permite ver que las niñas se quieren mucho y que separarse las pondrá muy tristes. Ante las preguntas de Amelia[00] Sofía responde que no extraña a Fátima[00] aunque es evidente que eso no es verdad. ,1,activo,developer,2021-12-16,developer,2021-12-16,74,&&
$$,258,Cuando los amigos se van[00] no se les extraña. ,Aunque las palabras de Sofía sugieren que no extraña a su amiga[00] no es creíble por todo lo que se dijeron en el Acto 1. Además[00] el Acto 2 empieza con Sofía expresando que se siente sola y aburrida porque su amiga se fue.,0,activo,developer,2023-03-01,developer,2023-03-01,74,&&
$$,259,Hay personas que se meten en los asuntos de otros. ,La forma de expresarse de Amelia no es entrometida[00] pues con sus preguntas y actitudes busca tener empatía con Sofía. ,0,activo,developer,2024-05-14,developer,2024-05-14,74,&&
$$,260,Se puede tener más de una buena amiga.,Amelia y Sofía todavía no son amigas. De hecho[00] Sofía no se porta muy amable al principio con Amelia. ,0,activo,developer,2025-07-28,developer,2025-07-28,74,&&
$$,261,Es entrometida.,La forma de expresarse de Amelia no es entrometida: con sus preguntas y actitudes busca tener empatía con Sofía. ,0,activo,developer,2021-12-17,developer,2021-12-17,75,&&
$$,262,Es aburrida.,Sofía ya estaba aburrida antes de que entrara Amelia. El texto incluso dice que Amelia invita a Sofía a jugar con las demás niñas.,0,activo,developer,2023-03-02,developer,2023-03-02,75,&&
$$,263,Es empática.,Aunque Sofía lo niega[00] Amelia sabe que extraña a Fátima. Incluso le dice a Sofía “Yo también la extraño”. Significa que es capaz de ponerse en el lugar de otra persona. ,1,activo,developer,2024-05-15,developer,2024-05-15,75,&&
$$,264,Es distraída.,No hay información en el texto que indique que Amelia es distraída. La que comete la distracción de olvidar su almuerzo en la banca es Sofía[00] por la emoción de irse a jugar. ,0,activo,developer,2025-07-29,developer,2025-07-29,75,&&
$$,265,No le escucha bien.,No hay alguna acotación que indique que no se oyen bien en el teléfono. ,0,activo,developer,2021-12-18,developer,2021-12-18,77,&&
$$,266,Está sacándose fotos. ,Está haciendo la tarea.,0,activo,developer,2023-03-03,developer,2023-03-03,77,&&
$$,267,Eso es lo que le dice a Fátima[00] pero no lo está haciendo. ,Perdió el interés.,0,activo,developer,2024-05-16,developer,2024-05-16,77,&&
$$,268,Así es. Se distrajo viendo su celular[00] por lo que ya no está muy interesada en la conversación.,,1,activo,developer,2025-07-30,developer,2025-07-30,77,&&
$$,269,Sofía se sorprendió de la invitación. A pesar de que no había sido muy amable con Amelia[00] ahora no le parecía tan malo intentar hacer cosas diferentes con personas nuevas. Así que decidió darse la oportunidad de ver cómo la pasaría al jugar con Amelia y las demás niñas. Sonrió y se levantó de la banca.,Esta narración corresponde a la parte final del Acto 2. ,0,activo,developer,2021-12-19,developer,2021-12-19,78,&&
$$,270,Amelia siempre había admirado a Sofía por su generosidad y por su lealtad como amiga. Le daba un poco de pena verla tan triste[00] y pensó que quizá esa era la oportunidad para demostrar que ella también podía ser una buena amiga. Respiró profundo y se dirigió a la banca en donde estaba Sofía. ,En la obra de teatro[00] Amelia sólo entra en escena[00] pero no hay una aparición previa de ella ni diálogos ni acotaciones que indiquen qué puede estar motivando su acción. ,0,activo,developer,2023-03-04,developer,2023-03-04,78,&&
$$,271,Sentada en una banca[00] Sofía miraba jugar a sus compañeras del salón. Ahora que Fátima se había ido[00] comenzaba a darse cuenta de que también había otras niñas que le caían muy bien y la estimaban. Quién sabe[00] a lo mejor encontraría a alguien más con quien compartir su almuerzo. Esbozó una sonrisa de esperanza y se levantó de la banca. ,Al inicio del Acto 2[00] Sofía está visiblemente enojada. Lo que dice en la obra no coincide con los sentimientos que se reflejan en esta narración.,0,activo,developer,2024-05-17,developer,2024-05-17,78,&&
$$,272,A la hora del receso[00] Sofía recordó las palabras que su amiga Fátima le había dicho al despedirse. Pero no le veía lo divertido a la situación. No tenía a nadie con quien hablar. Sentía una mezcla de tristeza y de celos al imaginar a Fátima conociendo a otras personas. De pronto[00] una voz fresca y amigable la sacó de sus reflexiones. ,¡Muy bien! Esta narración refleja los sentimientos de enojo y tristeza que Sofía está experimentando en ese momento de la historia. Como las obras de teatro no suelen tener un narrador[00] los personajes pueden hablar solos (decir monólogos) para darle a entender al público lo que sienten. Esto[00] además de la actuación[00] permite comprender mejor la obra. ,1,activo,developer,2025-07-31,developer,2025-07-31,78,&&
