$$,id_respuesta,respuesta,Feedback,correcta,reg_status,created_by,created_date,last_update_by,last_update_date,Id_pregunta,&&
$$,1909,a[00] c[00] d[00] b,Analiza con un poco más de cuidado. La oferta laboral al papá de Fátima es una de las cosas que suceden primero en la historia.,0,activo,developer,2021-11-19,developer,2021-11-19,79,&&
$$,1909,a[00] c[00] e[00] h,¡Incorrecto! La respuesta elegida presenta sólo dos de los medios usados para obtener información antes del internet. ¡Tú puedes!,0,activo,developer,2021-11-19,developer,2021-11-19,83,&&
$$,1909,b[00] d[00] f[00] h,¡No te distraigas! Al parecer[00] no conoces muy bien los medios por los cuales se obtenía información antes de existir el internet. ¡Siempre puedes investigar más sobre el tema!,0,activo,developer,2021-11-19,developer,2021-11-19,83,&&
$$,1909,a[00] b[00] e[00] g,¡Fallaste! Pero no lo hiciste nada mal[00] sólo uno de los medios es erróneo. ¡No te rindas! ¡Ánimo!,0,activo,developer,2021-11-19,developer,2021-11-19,83,&&
$$,1909,b[00] c[00] e[00] g,¡Lo hiciste excelente! Conoces perfectamente los medios de los cuales se podía obtener información. ¿Cómo lo lograste?,1,activo,developer,2021-11-19,developer,2021-11-19,83,&&
$$,1909,a[00] b[00] c,¡Alto! Una de las acciones no es correcta. Recuerda que es importante verificar la confiabilidad de la información. ¡Lo harás bien la próxima vez!,0,activo,developer,2021-11-19,developer,2021-11-19,85,&&
$$,1909,b[00] d[00] e,¡Elegiste la respuesta incorrecta! No sería muy buena idea realizar esas acciones[00] excepto una. ¡No te desanimes!,0,activo,developer,2021-11-19,developer,2021-11-19,85,&&
$$,1909,a[00] c[00] e,¡Perfecto! Elegiste muy bien las acciones que deberás realizar al desconfiar de la información de la página. ¡Lo aprendiste muy bien!,1,activo,developer,2021-11-19,developer,2021-11-19,85,&&
$$,1909,b[00] c[00] d,¡Al parecer[00] no lograste la atención adecuada! Sólo una de las acciones podría ayudarte a confirmar la información. ¡Piénsalo bien y no te desanimes!,0,activo,developer,2021-11-19,developer,2021-11-19,85,&&
$$,1909,a[00] b[00] d,¡Estupendo! Sabes muy bien sobre algunas ventajas que puede tener el saber identificar que la información sea verdadera. Sigue así[00] ¡lo estás haciendo muy bien!,1,activo,developer,2021-11-19,developer,2021-11-19,86,&&
$$,1909,b[00] d[00] e,¡Incorrecto! Una de las ventajas no parece muy convincente. ¡Debes poner más atención!,0,activo,developer,2021-11-19,developer,2021-11-19,86,&&
$$,1909,a[00] c[00] e,Elegiste mal la respuesta[00] sólo una de las ventajas es correcta. Recuerda que la información falsa puede ser perjudicial. ¡Ánimo!,0,activo,developer,2021-11-19,developer,2021-11-19,86,&&
$$,1909,b[00] c[00] d,¡Fallaste! Piensa más sobre las ventajas que puede tener el saber distinguir la información falsa de la verdadera. ¡No te desanimes! Recuerda la actividad realizada al iniciar está sesión.,0,activo,developer,2021-11-19,developer,2021-11-19,86,&&
$$,1909,a[00] c[00] g,¡En efecto! Es muy importante que constantemente verifiques la información que recibes para no contribuir con la incertidumbre[00] la desinformación y la violencia al compartir ideas falsas.,1,activo,developer,2021-11-19,developer,2021-11-19,89,&&
$$,1909,b[00] d[00] h,Si bien es cierto que todos estos elementos podrían estar presentes en las noticias falsas[00] los problemas que éstas ocasionan son mucho más importantes que la forma en la que están escritas o la cantidad de basura cibernética que generan.,0,activo,developer,2021-11-19,developer,2021-11-19,89,&&
$$,1909,a[00] d[00] g,¡Estuviste muy cerca! Pero piénsalo con detenimiento: integrar opiniones diferentes que son verdaderas y se puedan verificar no debería representar un problema.,0,activo,developer,2021-11-19,developer,2021-11-19,89,&&
$$,1909,c[00] e[00] h,Te equivocaste. En realidad[00] el que las noticias falsas no expresen correctamente el mensaje o que generen basura cibernética son problemas menores.,0,activo,developer,2021-11-19,developer,2021-11-19,89,&&
$$,1909,La diversidad de frutas que existen en el mercado.,¡Incorrecto! En la imagen se plasman las frutas[00] sin embargo[00] no sólo representan la diversidad. Hay algo más. ¿Qué puedes ser? Recuerda la lectura y los detalles. Se menciona algo que ya habías aprendido. ¡Tú puedes!,0,activo,developer,2021-11-19,developer,2021-11-19,92,&&
$$,1909,Un conjunto de frutas con subconjuntos de frutas verdes[00] rojas y amarillas.,¡Excelente! Recuerdas e identificas muy bien un conjunto y sus subconjuntos ¡Impresionantes conocimientos!,1,activo,developer,2021-11-19,developer,2021-11-19,92,&&
$$,1909,Una obra artística dónde sobresalen los colores.,¡Tuviste un error! Es hermosa la imagen[00] parece una obra de arte[00] pero no lo es. Recuerda bien lo que se explica en la lectura. ¡No te distraigas y dedica mayor atención la próxima vez!,0,activo,developer,2021-11-19,developer,2021-11-19,92,&&
$$,1909,Las frutas que debemos comer en cada temporada del año.,¡Fallaste! Las frutas son deliciosas[00] pero la respuesta no es correcta. Si pones atención a la lectura[00] sabrás qué representa la imagen ¡No olvides repasar y practicar la técnica aprendida en esta sesión! ¡Ánimo!,0,activo,developer,2021-11-19,developer,2021-11-19,92,&&
$$,1909,[CL_G6_B1_S08_IC36_E2_La Teoría de Ramsey en ejemplos_03: un mueble tipo repisa con 9 espacios (tres filas con 3 columnas). En cada espacio debe ir un juguete.],¡Incorrecto! Al parece no lograste la concentración adecuada. La respuesta no representa la teoría del palomar como se describe en el texto. Vamos[00] puedes recordar. No olvides la estrategia aprendida en esta sesión.,0,activo,developer,2021-11-19,developer,2021-11-19,93,&&
$$,1909,[CL_G6_B1_S08_IC36_E2_La Teoría de Ramsey en ejemplos_04: un mueble tipo repisa con 9 espacios (tres filas con 3 columnas).  4 juguetes en 4 espacios[00] los demás espacios vacíos],Elegiste mal la respuesta. Seguro que no lograste la atención para este texto[00] porque la respuesta no presenta la teoría del palomar. ¡Ánimo! Recuerda que puedes aplicar la técnica aprendida en esta sesión.,0,activo,developer,2021-11-19,developer,2021-11-19,93,&&
$$,1909,[CL_G6_B1_S08_IC36_E2_La Teoría de Ramsey en ejemplos_05: un mueble tipo repisa con 9 espacios (tres filas con 3 columnas). 4 juguetes en 6 espacios[00] los demás espacios vacíos],¡Fallaste! No recordaste muy bien la descripción del texto. Concéntrate ¿Cómo se representa la teoría con tus juguetes? Deberás poner más atención. ¡No te desanimes!,0,activo,developer,2021-11-19,developer,2021-11-19,93,&&
$$,1909,____[CL_G6_B1_S08_IC36_E2_La Teoría de Ramsey en ejemplos_02: un mueble tipo repisa con 9 espacios (tres filas con 3 columnas) en 8 espacios hay un juguete[00] y en el último espacio 2 juguetes.]___,¡Estupendo! Tu atención al leer el texto es maravillosa. Entendiste y supiste cómo se representa la teoría del palomar. Sigue así: ¡lo estás haciendo muy bien!,1,activo,developer,2021-11-19,developer,2021-11-19,93,&&
$$,1909,a[00] c[00] e,¡Incorrecto! Recuerda que la lectura rápida tiene como objetivo disminuir el tiempo que inviertes en leer algún texto. ¡Inténtalo otra vez!,0,activo,developer,2021-11-19,developer,2021-11-19,99,&&
$$,1909,c[00] e[00] f,¡Excelente elección! Cuando tratas temas nuevos[00] es importante que identifiques siempre las ideas principales[00] ya que a partir de esto podrás organizar las características del texto mediante alguna herramienta como: cuadros sinópticos[00] mapas mentales[00] etcétera. Además[00] podrás crear nexos entre el tema que revises y ejemplos de tu vida cotidiana.,1,activo,developer,2021-11-19,developer,2021-11-19,99,&&
$$,1909,b[00] e[00] f,¡Concéntrate! Antes de resumir las ideas principales de un texto[00] debes identificarlas. ¡Vamos! Inténtalo nuevamente.,0,activo,developer,2021-11-19,developer,2021-11-19,99,&&
$$,1909,c[00] d[00] e,¡Incorrecto! La reescritura favorece la memorización de algunas ideas[00] aunque difícilmente posibilita su comprensión. Concéntrate e inténtalo nuevamente,0,activo,developer,2021-11-19,developer,2021-11-19,99,&&
$$,1909,1cd[00] 2ab,¡Muy bien! Los ejemplos a y b generan un cambio en la sociedad a través de la palabra. Los ejemplos c y d son rituales que se aprenden de generación en generación a través de la palabra.,1,activo,developer,2021-11-19,developer,2021-11-19,108,&&
$$,1909,1ac[00] 2bd,Vuelve a analizar las situaciones. Los ejemplos a y b generan un cambio en la sociedad a través de la palabra. Los ejemplos c y d son rituales que se aprenden de generación en generación a través de la palabra.,0,activo,developer,2021-11-19,developer,2021-11-19,108,&&
$$,1909,1bc[00] 2ad,Vuelve a analizar las situaciones. Los ejemplos a y b generan un cambio en la sociedad a través de la palabra. Los ejemplos c y d son rituales que se aprenden de generación en generación a través de la palabra.,0,activo,developer,2021-11-19,developer,2021-11-19,108,&&
$$,1909,1ad[00] 2bc,1ad[00] 2bc,0,activo,developer,2021-11-19,developer,2021-11-19,108,&&
$$,1909,a[00] c[00] f,¡Incorrecto! Ninguna de las características de las ideas secundarias aparece en la respuesta elegida. ¡No te desanimes! Sigue practicando para lograr reconocerlas. ¡Tú puedes!,0,activo,developer,2021-11-19,developer,2021-11-19,115,&&
$$,1909,b[00] d[00] e,¡Excelente! Sabes muy bien las características de las ideas secundarias.,1,activo,developer,2021-11-19,developer,2021-11-19,115,&&
$$,1909,b[00] c[00] f,¡Tuviste dos errores! Sólo una de las características de las ideas secundarias aparece en la respuesta que elegiste. ¡Es importante que sigas practicando! ¡Lo harás mejor la siguiente vez!,0,activo,developer,2021-11-19,developer,2021-11-19,115,&&
$$,1909,c[00] d[00] e,¡Fallaste! En la respuesta que elegiste[00] aparecen dos de las características de las ideas secundarias ¡No olvides repasar y practicar sobre el tema! ¡Ánimo!,0,activo,developer,2021-11-19,developer,2021-11-19,115,&&
$$,1909,1c[00] 2d[00] 3b[00] 4a,¡Espectacular! Identificaste la forma en que son usadas las matemáticas en actividades de la vida cotidiana.,1,activo,developer,2021-11-19,developer,2021-11-19,116,&&
$$,1909,1d[00] 2b[00] 3a[00] 4c ,¡Vaya[00] fallaste! Al parecer no leíste bien cada actividad ni cómo se aplican las matemáticas. ¡Ahora tendrás que poner más atención!,0,activo,developer,2021-11-19,developer,2021-11-19,116,&&
$$,1909,1b[00] 2a[00] 3c[00] 4d,Elegiste mal la respuesta. Seguro que ya has aprendido cómo se aplican las matemáticas en las actividades de la vida real. Si no es así[00] siempre puedes preguntar o investigar. ¡Ánimo!,0,activo,developer,2021-11-19,developer,2021-11-19,116,&&
$$,1909,1c[00] 2d[00] 3a[00] 4b,¡Fallaste! No seleccionaste la respuesta correcta. Tendrás que poner más atención[00] quizá si intercambias opiniones con tus compañeros de clase puedes mejorar. ¡No te desanimes!,0,activo,developer,2021-11-19,developer,2021-11-19,116,&&
$$,1909,b[00] c[00] a,¡Correcto! Identificaste la idea más general sobre seguridad alimentaria[00] luego una parte de una definición y finalmente las características específicas de la quinua. ,1,activo,developer,2021-11-19,developer,2021-11-19,124,&&
$$,1909,a[00] b[00] c,Analiza de nuevo las ideas: la opción a contiene características específicas de la quinua[00] la b ofrece una idea general sobre seguridad alimentaria y la c contiene una parte de una definición.,0,activo,developer,2021-11-19,developer,2021-11-19,124,&&
$$,1909,c[00] a[00] b,Revisa de nuevo las Opciónes: la c contiene una parte de una definición[00] no es tan general; la a contiene características específicas de la quinua y la b sí da una idea general sobre seguridad alimentaria.,0,activo,developer,2021-11-19,developer,2021-11-19,124,&&
$$,1909,c[00] b[00] a,Tu selección fue incorrecta: la c contiene una parte de una definición[00] no es tan general; la b da una idea general sobre seguridad alimentaria y la a contiene características específicas de la quinua.,0,activo,developer,2021-11-19,developer,2021-11-19,124,&&
$$,1909,por lo que,¡Muy bien! En efecto[00] la lectura señala que[00] gracias a sus propiedades[00] la quinua es uno de los alimentos que la FAO ha detectado como ideales para contribuir a lograr la seguridad alimentaria. ,1,activo,developer,2021-11-19,developer,2021-11-19,126,&&
$$,1909,pero,Tu elección es incorrecta[00] pues con la palabra pero se da la idea de que[00] a pesar de que tiene estas propiedades[00] la FAO no la considera ideal para lograr la seguridad alimentaria.,0,activo,developer,2021-11-19,developer,2021-11-19,126,&&
$$,1909,ya que,Vuelve a leer las Opciónes. Aquí da la idea de que como consecuencia de que puede contribuir a la seguridad alimenticia[00] la quinua es nutritiva y adaptable[00] pero no[00] es al revés: es naturalmente nutritiva y adaptable. ,0,activo,developer,2021-11-19,developer,2021-11-19,126,&&
$$,1909,por ejemplo,Tu respuesta es incorrecta. El tema principal es la seguridad alimentaria[00] por lo que no es un ejemplo de las ventajas de la quinua. La quinua puede contribuir a resolver dicho problema gracias a sus propiedades.,0,activo,developer,2021-11-19,developer,2021-11-19,126,&&
$$,1909,1b[00] 2c[00] 3d[00] 4a,¡Exacto! Ésta es la relación correcta. Ahora tienes una idea clara y ordenada sobre la seguridad alimentaria[00] así como de algunas de sus implicaciones.,1,activo,developer,2021-11-19,developer,2021-11-19,129,&&
$$,1909,1c[00] 2a [00] 3d[00] 4b,Pon más atención[00] la seguridad alimentaria tiene que ver con los criterios que se deben cumplir para lograr llevar una alimentación sana.,0,activo,developer,2021-11-19,developer,2021-11-19,129,&&
$$,1909,1d[00] 2c[00] 3b[00] 4a,Esta respuesta no es correcta. Justamente lo que el Mapa del Hambre de 2019 dice es que 821 millones de personas no cuentan con seguridad alimentaria.,0,activo,developer,2021-11-19,developer,2021-11-19,129,&&
$$,1909,1b[00] 2a[00] 3d[00] 4a,¡Estuviste muy cerca! Revisa nuevamente cuáles son las propiedades de la quinua.,0,activo,developer,2021-11-19,developer,2021-11-19,129,&&
$$,1909,Óperas moderas que crean momentos artísticos con pequeños escenarios[00] música de diferentes instrumentos[00] sin luces y sin baile.,¡Vaya[00] fallaste! La respuesta no describe las características de un festival de música electrónica. ¡Deberás poner mayor atención a la lectura! No olvides la estrategia aprendida en esta sesión.,0,activo,developer,2021-11-19,developer,2021-11-19,133,&&
$$,1909,Conciertos clásicos que crean momentos artísticos con grandes escenarios[00] música de piano y cuerdas[00] con luces tenues y danza clásica.,Elegiste mal la respuesta[00] seguro que no te concentraste en este texto. ¡Ánimo! Recuerda que puedes aplicar la técnica aprendida en esta sesión.,0,activo,developer,2021-11-19,developer,2021-11-19,133,&&
$$,1909,Festivales culturales[00] que crean momentos artísticos con enormes escenarios[00] música de instrumentos rudimentarios[00] fuegos artificiales y bailes tradicionales.,¡Fallaste! No seleccionaste bien la respuesta. Tendrás que poner más atención[00] quizá aplicando la técnica aprendida en esta sesión. ¡No te desanimes!,0,activo,developer,2021-11-19,developer,2021-11-19,133,&&
$$,1909,Parecidos a operas moderas[00] en dónde se crean momentos artísticos con grandes escenarios[00] escenografías[00] luces y baile.,¡Espectacular! Lograste identificar las características de un festival de música electrónica. ¿Has asistido a alguno o te gustaría hacerlo algún día? ,1,activo,developer,2021-11-19,developer,2021-11-19,133,&&
$$,1909,a su papá,¡Incorrecto! Gerardo extraña a su papá[00] pero no es a quien quiere abrazar. ¿Te parece si lees nuevamente el texto?,0,activo,developer,2021-11-19,developer,2021-11-19,141,&&
$$,1909,a su hermanita,¡Tuviste un error! La hermanita de Gerardo no lo conoce[00] ella nunca lo abrazó. ¡No te desanimes[00] vuelve a leer el texto!,0,activo,developer,2021-11-19,developer,2021-11-19,141,&&
$$,1909,a su mamá,¡Magnifico! Gerardo anhela abrazar a su mamá. El complemento del verbo elegido fue correcto. Conoces bien los complementos de la oración y pusiste atención al texto.,1,activo,developer,2021-11-19,developer,2021-11-19,141,&&
$$,1909,a su primo,¡Cuidado! El primo de Gerardo no aparece en la lectura. ¡Tendrás que leer nuevamente el texto y poner más atención!,0,activo,developer,2021-11-19,developer,2021-11-19,141,&&
$$,1909,a su hija,¡Erraste! La comida que preparan es para alguien más ¡Lee nuevamente el texto! ,0,activo,developer,2021-11-19,developer,2021-11-19,142,&&
$$,1909,a sus vecinos,¡Cuidado! El texto no menciona a los vecinos. Lee nuevamente el texto y pon mucha atención. ¡Lo lograrás!,0,activo,developer,2021-11-19,developer,2021-11-19,142,&&
$$,1909,a sus abuelos,Esta opción es incorrecta. A los abuelos les gustaría mucho que les prepararan su comida favorita[00] pero en está ocasión es para alguien más. ¡Vamos[00] puedes poner más atención al texto!,0,activo,developer,2021-11-19,developer,2021-11-19,142,&&
$$,1909,a Gerardo,¡Fantástico! Se notan tus habilidades lectoras y el conocimiento de los complementos de la oración. Gerardo logró ver la comida que le prepararon sus padres.,1,activo,developer,2021-11-19,developer,2021-11-19,142,&&
$$,1909,porque le gusta esconderse,¡Tuviste un pequeño error! A Gerardo posiblemente le guste esconderse[00] aunque no es la causa principal. ¡Vuelve a revisar la lectura!,0,activo,developer,2021-11-19,developer,2021-11-19,143,&&
$$,1909,porque está fuera de la casa,¡Atención! Al principio de la lectura[00] Gerardo se encuentra fuera de la casa y después entra. Es triste que sus papás no puedan verlo. ¡Vamos[00] no está de más que leas nuevamente el texto!  ,0,activo,developer,2021-11-19,developer,2021-11-19,143,&&
$$,1909,porque no le gustó la comida,¡Erraste! Parece que a Gerardo le gusta mucho lo que su familia le preparó[00] pero siguen sin verlo. ¡Piensa bien en la causa! ¡Tú puedes!,0,activo,developer,2021-11-19,developer,2021-11-19,143,&&
$$,1909, porque es invisible,¡Excelente! Son impresionantes tus habilidades de lectura y los saberes sobre los complementos de la oración. ¿Te gusta la literatura?,1,activo,developer,2021-11-19,developer,2021-11-19,143,&&
$$,1909,b[00] c[00] d[00] e,Te equivocaste. Gerardo no expresa estar decepcionado por su familia[00] al contrario[00] siempre expresa que los extraña.,0,activo,developer,2021-11-19,developer,2021-11-19,149,&&
$$,1909,a[00] b[00] g[00] h,¡Cuidado! El enojo puede confundirse con emociones como el miedo o la tristeza[00] pero tiene como característica algunos comportamientos agresivos.,0,activo,developer,2021-11-19,developer,2021-11-19,149,&&
$$,1909,b[00] d[00] e[00] g,¡Lo conseguiste! Como lo has identificado[00] Gerardo pasa por varios estados de ánimo que le permiten madurar su sentir. Primero[00] la tristeza al ver que no puede estar con su familia. Después[00] los celos al notar que su papá y su mamá cuidan y expresan mucho afecto a su hermanita. Luego[00] la nostalgia que le provoca estar lejos de sus seres queridos. Pero[00] finalmente[00] la felicidad de saber que pronto podrá ser visto y convivir nuevamente con su familia.,1,activo,developer,2021-11-19,developer,2021-11-19,149,&&
$$,1909,a[00] b[00] c[00] f,¡Concéntrate! Toma en cuenta que el enojo tiene expresiones violentas y agresivas. En el caso de Gerardo[00] los que expresan miedo son sus padres y la gente que lo ve en el momento de haber sufrido el accidente. Tampoco expresa estar decepcionado[00] ya que desea estar con ellos y ser tratado como lo es su hermanita.,0,activo,developer,2021-11-19,developer,2021-11-19,149,&&
$$,1909,ríos,Observa bien: éstos son apenas el 2 % del total del agua superficial.,0,activo,developer,2021-11-19,developer,2021-11-19,154,&&
$$,1909,pantanos,Vuelve a revisar[00] pues éstos representan el 11 % del total del agua superficial.,0,activo,developer,2021-11-19,developer,2021-11-19,154,&&
$$,1909,glaciares,Vuelve a leer. Los glaciares no son parte de la sección mencionada.,0,activo,developer,2021-11-19,developer,2021-11-19,154,&&
$$,1909,lagos,¡Correcto! Identificaste el dato que señala que conforman el 87 % del agua superficial.,1,activo,developer,2021-11-19,developer,2021-11-19,154,&&
$$,1909,a[00] b[00] d,Muy bien[00] recordaste algunas de las consecuencias del derretimiento de los polos.,1,activo,developer,2021-11-19,developer,2021-11-19,157,&&
$$,1909,b[00] d[00] e,No se relaciona el derretimiento de los glaciares con que haya más reservas subterráneas de agua.,0,activo,developer,2021-11-19,developer,2021-11-19,157,&&
$$,1909,c[00] e[00] f,Desafortunadamente[00] ninguna de éstas es una consecuencia de que se derritan los glaciares.,0,activo,developer,2021-11-19,developer,2021-11-19,157,&&
$$,1909,d[00] e[00] f,Vuelve a leer las Opciónes. Ninguna de tus elecciones fue correcta.,0,activo,developer,2021-11-19,developer,2021-11-19,157,&&
$$,1909,miles de millones[00] 97 %[00] 2.5 %[00] glaciares[00] 1.2 %[00] plástico[00] 40[00]000,¡Justo! Ésta es la respuesta correcta. Tienes muy claros los porcentajes y algunos de los conceptos importantes que te permitirán preservar en la mente la importancia de cuidar el agua.,1,activo,developer,2021-11-19,developer,2021-11-19,159,&&
$$,1909,40[00]000[00] 97 %[00] 1.2 %[00] plástico[00] 2.5 %[00] glaciares[00] miles de millones,Debes revisar nuevamente la infografía. Ninguno de los datos corresponde al orden correcto.,0,activo,developer,2021-11-19,developer,2021-11-19,159,&&
$$,1909,40[00]000[00] 97 %[00] 2.5 %[00] glaciares[00] 1.2 %[00] plástico[00] miles de millones,Pon más atención. Hay un par de datos erróneos. La cantidad de agua en nuestro planeta no se reduce a 40[00]000 litros.,0,activo,developer,2021-11-19,developer,2021-11-19,159,&&
$$,1909,miles de millones[00] 97 %[00] 2.5 %[00] plástico[00] 1.2 %[00] glaciares[00] 40[00]000,Estás muy cerca. Tienes todos los porcentajes correctos. Regresa con cuidado sobre los conceptos.,0,activo,developer,2021-11-19,developer,2021-11-19,159,&&
$$,1909,inglés,¡Incorrecto! El idioma inglés se encuentra en una posición superior. ¡Verifícalo! ¡Recuerda poner mayor atención cuando realices una lectura! ¡Lo harás mejor la próxima vez!,0,activo,developer,2021-11-19,developer,2021-11-19,161,&&
$$,1909,true,false),0,activo,developer,2021-11-19,developer,2021-11-19,161,&&
$$,1909,español,¡Extraordinario! Lograste la atención adecuada e identificaste muy bien que la oración se complementa con la palabra español[00] pues es la segunda lengua nativa más hablada en el mundo.,1,activo,developer,2021-11-19,developer,2021-11-19,161,&&
$$,1909,chino,¡Tuviste un pequeño error! Al parecer no lograste la atención adecuada. La palabra faltante para completar la oración se repite varias veces en el texto. ¡No te desanimes! ,0,activo,developer,2021-11-19,developer,2021-11-19,161,&&
$$,1909,1b[00] 2c[00] 3d[00] 4a,¡Estupendo! Supiste enlazar muy bien el factor y su descripción. Este tipo de variedades hace que existan diferencias entre una misma lengua. Sigue así[00] ¡lo estás haciendo muy bien!,1,activo,developer,2021-11-19,developer,2021-11-19,162,&&
$$,1909,1c[00] 2a[00] 3b[00] 4d,¡Incorrecto! Al parece no lograste la concentración adecuada. La descripción de las variedades se detecta en el primer vistazo a la lectura.,0,activo,developer,2021-11-19,developer,2021-11-19,162,&&
$$,1909,1d[00] 2a[00] 3c[00] 4b,Elegiste mal la respuesta. Seguro que no lograste la atención para este texto. ¡Ánimo!,0,activo,developer,2021-11-19,developer,2021-11-19,162,&&
$$,1909,1a[00] 2c[00] 3b[00] 4d,¡Fallaste! Deberás poner más atención. Las variedades y su descripción se encuentran muy resaltadas en el texto. ¡No te desanimes!,0,activo,developer,2021-11-19,developer,2021-11-19,162,&&
$$,1909,b[00] d[00] f[00] h,Te equivocaste. Jumpear y walkear no son neologismos. Recuerda que la característica de éstos es el uso constante y compartido.,0,activo,developer,2021-11-19,developer,2021-11-19,169,&&
$$,1909,a[00] d[00] f[00] g,¡Excelente! Como puedes observar[00] los neologismos no sólo vienen del inglés[00] como la palabra crack[00] que se refiere a que alguien es muy bueno realizando alguna actividad[00] o antivirus[00] que se utiliza para designar un programa para algún dispositivo. También hay neologismos del francés[00] como lo es déjà vu y parkour. Ahora puedes investigar más neologismos de varias lenguas.,1,activo,developer,2021-11-19,developer,2021-11-19,169,&&
$$,1909,b[00] d[00] e[00] h,Elegiste las Opciónes inadecuadas. Aunque en tus elecciones existe un neologismo que no viene del inglés[00] Jumpear y walkear no lo son. Recuerda que la característica de éstos es el uso constante y compartido. Cajetear proviene del español y señala el acto de hacer agujeros en la tierra para poder plantar.,0,activo,developer,2021-11-19,developer,2021-11-19,169,&&
